"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","LF","TOT","THND_PER","A","1980",22661,
"FRA","LF","TOT","THND_PER","A","1981",22790,"B"
"FRA","LF","TOT","THND_PER","A","1982",22973,
"FRA","LF","TOT","THND_PER","A","1983",23037,
"FRA","LF","TOT","THND_PER","A","1984",23147,
"FRA","LF","TOT","THND_PER","A","1985",23206.09,
"FRA","LF","TOT","THND_PER","A","1986",23353.58,
"FRA","LF","TOT","THND_PER","A","1987",23467.53,
"FRA","LF","TOT","THND_PER","A","1988",23594.38,
"FRA","LF","TOT","THND_PER","A","1989",23786,
"FRA","LF","TOT","THND_PER","A","1990",24953.46,
"FRA","LF","TOT","THND_PER","A","1991",25020.35,
"FRA","LF","TOT","THND_PER","A","1992",25143.29,
"FRA","LF","TOT","THND_PER","A","1993",25105.2,
"FRA","LF","TOT","THND_PER","A","1994",25293.89,
"FRA","LF","TOT","THND_PER","A","1995",25356.76,
"FRA","LF","TOT","THND_PER","A","1996",25568.49,
"FRA","LF","TOT","THND_PER","A","1997",25731.05,
"FRA","LF","TOT","THND_PER","A","1998",26053.51,
"FRA","LF","TOT","THND_PER","A","1999",26480.29,
"FRA","LF","TOT","THND_PER","A","2000",26762.81,
"FRA","LF","TOT","THND_PER","A","2001",27049.8,
"FRA","LF","TOT","THND_PER","A","2002",27300.03,
"FRA","LF","TOT","THND_PER","A","2003",26882.13,
"FRA","LF","TOT","THND_PER","A","2004",27103.13,
"FRA","LF","TOT","THND_PER","A","2005",27303.18,
"FRA","LF","TOT","THND_PER","A","2006",27470.8,
"FRA","LF","TOT","THND_PER","A","2007",27708.25,
"FRA","LF","TOT","THND_PER","A","2008",27896.93,
"FRA","LF","TOT","THND_PER","A","2009",28132.05,
"FRA","LF","TOT","THND_PER","A","2010",28235.75,
"FRA","LF","TOT","THND_PER","A","2011",28248.3,
"FRA","LF","TOT","THND_PER","A","2012",28481.82,
"FRA","LF","TOT","THND_PER","A","2013",28625.07,
"FRA","LF","TOT","THND_PER","A","2014",29429,
"FRA","LF","TOT","THND_PER","A","2015",29477.43,
"FRA","LF","TOT","THND_PER","A","2016",29556.25,
"FIN","LF","TOT","THND_PER","A","1959",2071,
"FIN","LF","TOT","THND_PER","A","1960",2118,
"FIN","LF","TOT","THND_PER","A","1961",2137,
"FIN","LF","TOT","THND_PER","A","1962",2150,
"FIN","LF","TOT","THND_PER","A","1963",2147,
"FIN","LF","TOT","THND_PER","A","1964",2175,
"FIN","LF","TOT","THND_PER","A","1965",2174,
"FIN","LF","TOT","THND_PER","A","1966",2181,
"FIN","LF","TOT","THND_PER","A","1967",2166,
"FIN","LF","TOT","THND_PER","A","1968",2147,
"FIN","LF","TOT","THND_PER","A","1969",2147,
"FIN","LF","TOT","THND_PER","A","1970",2156,
"FIN","LF","TOT","THND_PER","A","1971",2162,
"FIN","LF","TOT","THND_PER","A","1972",2163,
"FIN","LF","TOT","THND_PER","A","1973",2205,
"FIN","LF","TOT","THND_PER","A","1974",2258,
"FIN","LF","TOT","THND_PER","A","1975",2262,
"FIN","LF","TOT","THND_PER","A","1976",2360,
"FIN","LF","TOT","THND_PER","A","1977",2361,
"FIN","LF","TOT","THND_PER","A","1978",2362,
"FIN","LF","TOT","THND_PER","A","1979",2389,
"FIN","LF","TOT","THND_PER","A","1980",2432,
"FIN","LF","TOT","THND_PER","A","1981",2464,
"FIN","LF","TOT","THND_PER","A","1982",2502,
"FIN","LF","TOT","THND_PER","A","1983",2518,
"FIN","LF","TOT","THND_PER","A","1984",2536,
"FIN","LF","TOT","THND_PER","A","1985",2556,
"FIN","LF","TOT","THND_PER","A","1986",2559,
"FIN","LF","TOT","THND_PER","A","1987",2544,
"FIN","LF","TOT","THND_PER","A","1988",2536,"B"
"FIN","LF","TOT","THND_PER","A","1989",2575,
"FIN","LF","TOT","THND_PER","A","1990",2574,
"FIN","LF","TOT","THND_PER","A","1991",2534,
"FIN","LF","TOT","THND_PER","A","1992",2489,
"FIN","LF","TOT","THND_PER","A","1993",2466,
"FIN","LF","TOT","THND_PER","A","1994",2454,
"FIN","LF","TOT","THND_PER","A","1995",2473,
"FIN","LF","TOT","THND_PER","A","1996",2481,
"FIN","LF","TOT","THND_PER","A","1997",2476,"B"
"FIN","LF","TOT","THND_PER","A","1998",2487.375,
"FIN","LF","TOT","THND_PER","A","1999",2557.25,
"FIN","LF","TOT","THND_PER","A","2000",2589.25,
"FIN","LF","TOT","THND_PER","A","2001",2604.725,
"FIN","LF","TOT","THND_PER","A","2002",2609.55,
"FIN","LF","TOT","THND_PER","A","2003",2599.675,
"FIN","LF","TOT","THND_PER","A","2004",2593.45,
"FIN","LF","TOT","THND_PER","A","2005",2620.5,
"FIN","LF","TOT","THND_PER","A","2006",2647.85,
"FIN","LF","TOT","THND_PER","A","2007",2674.975,
"FIN","LF","TOT","THND_PER","A","2008",2703.05,
"FIN","LF","TOT","THND_PER","A","2009",2678.225,
"FIN","LF","TOT","THND_PER","A","2010",2671.75,
"FIN","LF","TOT","THND_PER","A","2011",2682.375,
"FIN","LF","TOT","THND_PER","A","2012",2690.075,
"FIN","LF","TOT","THND_PER","A","2013",2675.975,
"FIN","LF","TOT","THND_PER","A","2014",2679.325,
"FIN","LF","TOT","THND_PER","A","2015",2688.925,
"FIN","LF","TOT","THND_PER","A","2016",2684.875,
"OECD","LF","TOT","THND_PER","A","2005",567423.1,"E"
"OECD","LF","TOT","THND_PER","A","2006",574261,
"OECD","LF","TOT","THND_PER","A","2007",580416.1,"B"
"OECD","LF","TOT","THND_PER","A","2008",586516.7,
"OECD","LF","TOT","THND_PER","A","2009",589730.9,
"OECD","LF","TOT","THND_PER","A","2010",591476.3,
"OECD","LF","TOT","THND_PER","A","2011",594807.3,"B"
"OECD","LF","TOT","THND_PER","A","2012",601024,
"OECD","LF","TOT","THND_PER","A","2013",604959.3,
"OECD","LF","TOT","THND_PER","A","2014",609441.1,
"OECD","LF","TOT","THND_PER","A","2015",614480.6,
"OECD","LF","TOT","THND_PER","A","2016",621403.6,"B"
"LUX","LF","TOT","THND_PER","A","1998",175.4,
"LUX","LF","TOT","THND_PER","A","1999",180.4,
"LUX","LF","TOT","THND_PER","A","2000",185.2,
"LUX","LF","TOT","THND_PER","A","2001",188.7,
"LUX","LF","TOT","THND_PER","A","2002",193.3,"B"
"LUX","LF","TOT","THND_PER","A","2003",194.2,
"LUX","LF","TOT","THND_PER","A","2004",198.5,
"LUX","LF","TOT","THND_PER","A","2005",202.7,
"LUX","LF","TOT","THND_PER","A","2006",205,
"LUX","LF","TOT","THND_PER","A","2007",211.475,
"LUX","LF","TOT","THND_PER","A","2008",213.15,
"LUX","LF","TOT","THND_PER","A","2009",228.9,
"LUX","LF","TOT","THND_PER","A","2010",230.9,
"LUX","LF","TOT","THND_PER","A","2011",236.325,
"LUX","LF","TOT","THND_PER","A","2012",248.875,
"LUX","LF","TOT","THND_PER","A","2013",253.55,
"LUX","LF","TOT","THND_PER","A","2014",260.9,
"LUX","LF","TOT","THND_PER","A","2015",275.875,
"LUX","LF","TOT","THND_PER","A","2016",277.975,
"CHE","LF","TOT","THND_PER","A","2005",4159,
"CHE","LF","TOT","THND_PER","A","2006",4220.2,
"CHE","LF","TOT","THND_PER","A","2007",4278.3,
"CHE","LF","TOT","THND_PER","A","2008",4375.4,
"CHE","LF","TOT","THND_PER","A","2009",4451.2,
"CHE","LF","TOT","THND_PER","A","2010",4420.05,
"CHE","LF","TOT","THND_PER","A","2011",4496.25,
"CHE","LF","TOT","THND_PER","A","2012",4555.675,
"CHE","LF","TOT","THND_PER","A","2013",4611.875,
"CHE","LF","TOT","THND_PER","A","2014",4695.625,
"CHE","LF","TOT","THND_PER","A","2015",4767.275,
"CHE","LF","TOT","THND_PER","A","2016",4842.55,
"TUR","LF","TOT","THND_PER","A","2006",22384.75,
"TUR","LF","TOT","THND_PER","A","2007",22769,
"TUR","LF","TOT","THND_PER","A","2008",23472.13,
"TUR","LF","TOT","THND_PER","A","2009",24323.9,
"TUR","LF","TOT","THND_PER","A","2010",25288.35,
"TUR","LF","TOT","THND_PER","A","2011",26423.57,
"TUR","LF","TOT","THND_PER","A","2012",27021.45,
"TUR","LF","TOT","THND_PER","A","2013",27961.32,
"TUR","LF","TOT","THND_PER","A","2014",28773.5,
"TUR","LF","TOT","THND_PER","A","2015",29653.9,
"TUR","LF","TOT","THND_PER","A","2016",30523.97,
"POL","LF","TOT","THND_PER","A","1955",11467,
"POL","LF","TOT","THND_PER","A","1956",11711,
"POL","LF","TOT","THND_PER","A","1957",11931,
"POL","LF","TOT","THND_PER","A","1958",12010,
"POL","LF","TOT","THND_PER","A","1959",12198,
"POL","LF","TOT","THND_PER","A","1960",12401,
"POL","LF","TOT","THND_PER","A","1961",12570,
"POL","LF","TOT","THND_PER","A","1962",12813,
"POL","LF","TOT","THND_PER","A","1963",13055,
"POL","LF","TOT","THND_PER","A","1964",13177,
"POL","LF","TOT","THND_PER","A","1965",13521,
"POL","LF","TOT","THND_PER","A","1966",13828,
"POL","LF","TOT","THND_PER","A","1967",14402,
"POL","LF","TOT","THND_PER","A","1968",14730,
"POL","LF","TOT","THND_PER","A","1969",15036,
"POL","LF","TOT","THND_PER","A","1970",15175,
"POL","LF","TOT","THND_PER","A","1971",15450,
"POL","LF","TOT","THND_PER","A","1972",15829,
"POL","LF","TOT","THND_PER","A","1973",16167,
"POL","LF","TOT","THND_PER","A","1974",16454,
"POL","LF","TOT","THND_PER","A","1975",16572,
"POL","LF","TOT","THND_PER","A","1976",16548,
"POL","LF","TOT","THND_PER","A","1977",16639,
"POL","LF","TOT","THND_PER","A","1978",17109,
"POL","LF","TOT","THND_PER","A","1979",17229,
"POL","LF","TOT","THND_PER","A","1980",17334,
"POL","LF","TOT","THND_PER","A","1981",17420,
"POL","LF","TOT","THND_PER","A","1982",16996,
"POL","LF","TOT","THND_PER","A","1983",16951,
"POL","LF","TOT","THND_PER","A","1984",16998,
"POL","LF","TOT","THND_PER","A","1985",17144,
"POL","LF","TOT","THND_PER","A","1986",17193,
"POL","LF","TOT","THND_PER","A","1987",17138,
"POL","LF","TOT","THND_PER","A","1988",17023,
"POL","LF","TOT","THND_PER","A","1989",17002,
"POL","LF","TOT","THND_PER","A","1990",17406,
"POL","LF","TOT","THND_PER","A","1991",17482,"B"
"POL","LF","TOT","THND_PER","A","1992",17516,
"POL","LF","TOT","THND_PER","A","1993",17321,
"POL","LF","TOT","THND_PER","A","1994",17135,
"POL","LF","TOT","THND_PER","A","1995",17068,
"POL","LF","TOT","THND_PER","A","1996",17078,
"POL","LF","TOT","THND_PER","A","1997",17102.8,
"POL","LF","TOT","THND_PER","A","1998",17162,
"POL","LF","TOT","THND_PER","A","1999",17148,"B"
"POL","LF","TOT","THND_PER","A","2000",17313.93,
"POL","LF","TOT","THND_PER","A","2001",17375.88,
"POL","LF","TOT","THND_PER","A","2002",17212.93,
"POL","LF","TOT","THND_PER","A","2003",16939.88,
"POL","LF","TOT","THND_PER","A","2004",17024.15,
"POL","LF","TOT","THND_PER","A","2005",17160.97,
"POL","LF","TOT","THND_PER","A","2006",16937.93,
"POL","LF","TOT","THND_PER","A","2007",16859.25,
"POL","LF","TOT","THND_PER","A","2008",17010.55,
"POL","LF","TOT","THND_PER","A","2009",17279.2,
"POL","LF","TOT","THND_PER","A","2010",17123.28,
"POL","LF","TOT","THND_PER","A","2011",17220.78,
"POL","LF","TOT","THND_PER","A","2012",17339.88,
"POL","LF","TOT","THND_PER","A","2013",17360.7,
"POL","LF","TOT","THND_PER","A","2014",17428.25,
"POL","LF","TOT","THND_PER","A","2015",17388.13,
"POL","LF","TOT","THND_PER","A","2016",17260.28,
"ITA","LF","TOT","THND_PER","A","1956",22200,
"ITA","LF","TOT","THND_PER","A","1957",21984,
"ITA","LF","TOT","THND_PER","A","1958",21776,
"ITA","LF","TOT","THND_PER","A","1959",21821,
"ITA","LF","TOT","THND_PER","A","1960",21484,
"ITA","LF","TOT","THND_PER","A","1961",21474,
"ITA","LF","TOT","THND_PER","A","1962",21239,
"ITA","LF","TOT","THND_PER","A","1963",20789,
"ITA","LF","TOT","THND_PER","A","1964",20808,
"ITA","LF","TOT","THND_PER","A","1965",20542,
"ITA","LF","TOT","THND_PER","A","1966",20287,
"ITA","LF","TOT","THND_PER","A","1967",20421,
"ITA","LF","TOT","THND_PER","A","1968",20466,
"ITA","LF","TOT","THND_PER","A","1969",20272,
"ITA","LF","TOT","THND_PER","A","1970",20329,
"ITA","LF","TOT","THND_PER","A","1971",20285,
"ITA","LF","TOT","THND_PER","A","1972",20146,
"ITA","LF","TOT","THND_PER","A","1973",20309,
"ITA","LF","TOT","THND_PER","A","1974",20503,
"ITA","LF","TOT","THND_PER","A","1975",20717,
"ITA","LF","TOT","THND_PER","A","1976",21032,
"ITA","LF","TOT","THND_PER","A","1977",21329,
"ITA","LF","TOT","THND_PER","A","1978",21423,
"ITA","LF","TOT","THND_PER","A","1979",21743,
"ITA","LF","TOT","THND_PER","A","1980",21997,
"ITA","LF","TOT","THND_PER","A","1981",22129,
"ITA","LF","TOT","THND_PER","A","1982",22220,
"ITA","LF","TOT","THND_PER","A","1983",22490,
"ITA","LF","TOT","THND_PER","A","1984",22722,
"ITA","LF","TOT","THND_PER","A","1985",22890,
"ITA","LF","TOT","THND_PER","A","1986",23225,
"ITA","LF","TOT","THND_PER","A","1987",23416,
"ITA","LF","TOT","THND_PER","A","1988",23687,
"ITA","LF","TOT","THND_PER","A","1989",23700,
"ITA","LF","TOT","THND_PER","A","1990",23966,
"ITA","LF","TOT","THND_PER","A","1991",24063,
"ITA","LF","TOT","THND_PER","A","1992",23805,"B"
"ITA","LF","TOT","THND_PER","A","1993",22604.07,
"ITA","LF","TOT","THND_PER","A","1994",22479.85,
"ITA","LF","TOT","THND_PER","A","1995",22489.05,
"ITA","LF","TOT","THND_PER","A","1996",22604.04,
"ITA","LF","TOT","THND_PER","A","1997",22715.47,"B"
"ITA","LF","TOT","THND_PER","A","1998",23179.75,
"ITA","LF","TOT","THND_PER","A","1999",23360.97,
"ITA","LF","TOT","THND_PER","A","2000",23574.7,
"ITA","LF","TOT","THND_PER","A","2001",23778.82,
"ITA","LF","TOT","THND_PER","A","2002",23989.9,
"ITA","LF","TOT","THND_PER","A","2003",24148.22,
"ITA","LF","TOT","THND_PER","A","2004",24306.8,
"ITA","LF","TOT","THND_PER","A","2005",24284.3,
"ITA","LF","TOT","THND_PER","A","2006",24411.88,
"ITA","LF","TOT","THND_PER","A","2007",24375.32,
"ITA","LF","TOT","THND_PER","A","2008",24754.65,
"ITA","LF","TOT","THND_PER","A","2009",24605.28,
"ITA","LF","TOT","THND_PER","A","2010",24582.57,
"ITA","LF","TOT","THND_PER","A","2011",24659.53,
"ITA","LF","TOT","THND_PER","A","2012",25256.97,
"ITA","LF","TOT","THND_PER","A","2013",25259.2,
"ITA","LF","TOT","THND_PER","A","2014",25514.9,
"ITA","LF","TOT","THND_PER","A","2015",25498.03,
"ITA","LF","TOT","THND_PER","A","2016",25769.88,
"G-7","LF","TOT","THND_PER","A","1956",205058.7,
"G-7","LF","TOT","THND_PER","A","1957",207019.4,
"G-7","LF","TOT","THND_PER","A","1958",208091.3,
"G-7","LF","TOT","THND_PER","A","1959",209545.3,
"G-7","LF","TOT","THND_PER","A","1960",211967.3,
"G-7","LF","TOT","THND_PER","A","1961",213934.6,
"G-7","LF","TOT","THND_PER","A","1962",215025,
"G-7","LF","TOT","THND_PER","A","1963",216888.3,
"G-7","LF","TOT","THND_PER","A","1964",219335.3,
"G-7","LF","TOT","THND_PER","A","1965",221933.9,
"G-7","LF","TOT","THND_PER","A","1966",224616.6,
"G-7","LF","TOT","THND_PER","A","1967",226969.6,
"G-7","LF","TOT","THND_PER","A","1968",229253.8,
"G-7","LF","TOT","THND_PER","A","1969",232174,
"G-7","LF","TOT","THND_PER","A","1970",235574.8,
"G-7","LF","TOT","THND_PER","A","1971",237978.5,"B"
"G-7","LF","TOT","THND_PER","A","1972",241272.2,
"G-7","LF","TOT","THND_PER","A","1973",246130.8,
"G-7","LF","TOT","THND_PER","A","1974",249277.6,"B"
"G-7","LF","TOT","THND_PER","A","1975",251742.8,"B"
"G-7","LF","TOT","THND_PER","A","1976",255763.5,
"G-7","LF","TOT","THND_PER","A","1977",260297.1,
"G-7","LF","TOT","THND_PER","A","1978",265195.4,
"G-7","LF","TOT","THND_PER","A","1979",269966.3,
"G-7","LF","TOT","THND_PER","A","1980",274441.3,"B"
"G-7","LF","TOT","THND_PER","A","1981",277609.1,"B"
"G-7","LF","TOT","THND_PER","A","1982",280353,
"G-7","LF","TOT","THND_PER","A","1983",283383.8,
"G-7","LF","TOT","THND_PER","A","1984",286800.6,
"G-7","LF","TOT","THND_PER","A","1985",289984,
"G-7","LF","TOT","THND_PER","A","1986",293980.8,
"G-7","LF","TOT","THND_PER","A","1987",297912.5,
"G-7","LF","TOT","THND_PER","A","1988",301802.3,
"G-7","LF","TOT","THND_PER","A","1989",306334.6,
"G-7","LF","TOT","THND_PER","A","1990",312402.8,"B"
"G-7","LF","TOT","THND_PER","A","1991",322845.3,"B"
"G-7","LF","TOT","THND_PER","A","1992",324830.7,"B"
"G-7","LF","TOT","THND_PER","A","1993",325031.3,
"G-7","LF","TOT","THND_PER","A","1994",327288.2,
"G-7","LF","TOT","THND_PER","A","1995",328774.3,
"G-7","LF","TOT","THND_PER","A","1996",331630,
"G-7","LF","TOT","THND_PER","A","1997",335636.1,"B"
"G-7","LF","TOT","THND_PER","A","1998",338402.5,"B"
"G-7","LF","TOT","THND_PER","A","1999",340589.1,"B"
"G-7","LF","TOT","THND_PER","A","2000",344937.5,
"G-7","LF","TOT","THND_PER","A","2001",346941.5,
"G-7","LF","TOT","THND_PER","A","2002",348664.3,
"G-7","LF","TOT","THND_PER","A","2003",350551.3,
"G-7","LF","TOT","THND_PER","A","2004",352223.8,
"G-7","LF","TOT","THND_PER","A","2005",355810.2,
"G-7","LF","TOT","THND_PER","A","2006",359550.6,
"G-7","LF","TOT","THND_PER","A","2007",362373.1,
"G-7","LF","TOT","THND_PER","A","2008",364754.4,
"G-7","LF","TOT","THND_PER","A","2009",364756.5,
"G-7","LF","TOT","THND_PER","A","2010",363897.6,
"G-7","LF","TOT","THND_PER","A","2011",364126.3,
"G-7","LF","TOT","THND_PER","A","2012",366654.9,
"G-7","LF","TOT","THND_PER","A","2013",368343.6,
"G-7","LF","TOT","THND_PER","A","2014",370706.3,
"G-7","LF","TOT","THND_PER","A","2015",372730.7,
"G-7","LF","TOT","THND_PER","A","2016",376953,
"BRA","LF","TOT","THND_PER","A","2003",21001.76,
"BRA","LF","TOT","THND_PER","A","2004",21418.24,
"BRA","LF","TOT","THND_PER","A","2005",21628.86,
"BRA","LF","TOT","THND_PER","A","2006",22066.39,
"BRA","LF","TOT","THND_PER","A","2007",22470.81,
"BRA","LF","TOT","THND_PER","A","2008",22871.98,
"BRA","LF","TOT","THND_PER","A","2009",23096.03,
"BRA","LF","TOT","THND_PER","A","2010",23562.62,
"BRA","LF","TOT","THND_PER","A","2011",23851.21,
"BRA","LF","TOT","THND_PER","A","2012",24253.33,
"BRA","LF","TOT","THND_PER","A","2013",24398.55,
"BRA","LF","TOT","THND_PER","A","2014",24232.76,
"DNK","LF","TOT","THND_PER","A","1960",2046,
"DNK","LF","TOT","THND_PER","A","1965",2204,
"DNK","LF","TOT","THND_PER","A","1967",2292,
"DNK","LF","TOT","THND_PER","A","1969",2308,
"DNK","LF","TOT","THND_PER","A","1970",2332,
"DNK","LF","TOT","THND_PER","A","1971",2365,
"DNK","LF","TOT","THND_PER","A","1972",2379,
"DNK","LF","TOT","THND_PER","A","1973",2406,
"DNK","LF","TOT","THND_PER","A","1974",2443,
"DNK","LF","TOT","THND_PER","A","1975",2453,
"DNK","LF","TOT","THND_PER","A","1976",2465,
"DNK","LF","TOT","THND_PER","A","1977",2507,
"DNK","LF","TOT","THND_PER","A","1978",2543,
"DNK","LF","TOT","THND_PER","A","1979",2596,
"DNK","LF","TOT","THND_PER","A","1980",2654,
"DNK","LF","TOT","THND_PER","A","1981",2645,
"DNK","LF","TOT","THND_PER","A","1982",2670,
"DNK","LF","TOT","THND_PER","A","1983",2664.3,
"DNK","LF","TOT","THND_PER","A","1984",2716.8,
"DNK","LF","TOT","THND_PER","A","1985",2754.1,
"DNK","LF","TOT","THND_PER","A","1986",2814.7,
"DNK","LF","TOT","THND_PER","A","1987",2801.2,
"DNK","LF","TOT","THND_PER","A","1988",2868.9,
"DNK","LF","TOT","THND_PER","A","1989",2863.7,
"DNK","LF","TOT","THND_PER","A","1990",2897.5,
"DNK","LF","TOT","THND_PER","A","1991",2898.9,
"DNK","LF","TOT","THND_PER","A","1992",2898.2,
"DNK","LF","TOT","THND_PER","A","1993",2875.1,"B"
"DNK","LF","TOT","THND_PER","A","1994",2758.7,
"DNK","LF","TOT","THND_PER","A","1995",2799,
"DNK","LF","TOT","THND_PER","A","1996",2822,
"DNK","LF","TOT","THND_PER","A","1997",2855,
"DNK","LF","TOT","THND_PER","A","1998",2848,"B"
"DNK","LF","TOT","THND_PER","A","1999",2859.475,
"DNK","LF","TOT","THND_PER","A","2000",2844.85,
"DNK","LF","TOT","THND_PER","A","2001",2869.5,
"DNK","LF","TOT","THND_PER","A","2002",2854.425,
"DNK","LF","TOT","THND_PER","A","2003",2862.175,
"DNK","LF","TOT","THND_PER","A","2004",2897.825,
"DNK","LF","TOT","THND_PER","A","2005",2892.075,
"DNK","LF","TOT","THND_PER","A","2006",2919.125,
"DNK","LF","TOT","THND_PER","A","2007",2914.45,
"DNK","LF","TOT","THND_PER","A","2008",2954.2,
"DNK","LF","TOT","THND_PER","A","2009",2947.5,
"DNK","LF","TOT","THND_PER","A","2010",2924.4,
"DNK","LF","TOT","THND_PER","A","2011",2924.125,
"DNK","LF","TOT","THND_PER","A","2012",2907.45,
"DNK","LF","TOT","THND_PER","A","2013",2889.825,
"DNK","LF","TOT","THND_PER","A","2014",2905.55,
"DNK","LF","TOT","THND_PER","A","2015",2932.925,
"DNK","LF","TOT","THND_PER","A","2016",3026.775,
"SWE","LF","TOT","THND_PER","A","1963",3720,
"SWE","LF","TOT","THND_PER","A","1964",3718,
"SWE","LF","TOT","THND_PER","A","1965",3742,
"SWE","LF","TOT","THND_PER","A","1966",3793,
"SWE","LF","TOT","THND_PER","A","1967",3775,
"SWE","LF","TOT","THND_PER","A","1968",3822,
"SWE","LF","TOT","THND_PER","A","1969",3855,
"SWE","LF","TOT","THND_PER","A","1970",3913,
"SWE","LF","TOT","THND_PER","A","1971",3961,
"SWE","LF","TOT","THND_PER","A","1972",3970,
"SWE","LF","TOT","THND_PER","A","1973",3977,
"SWE","LF","TOT","THND_PER","A","1974",4043,
"SWE","LF","TOT","THND_PER","A","1975",4129,
"SWE","LF","TOT","THND_PER","A","1976",4159,
"SWE","LF","TOT","THND_PER","A","1977",4181,
"SWE","LF","TOT","THND_PER","A","1978",4218.7,
"SWE","LF","TOT","THND_PER","A","1979",4277.2,
"SWE","LF","TOT","THND_PER","A","1980",4328.2,
"SWE","LF","TOT","THND_PER","A","1981",4344.2,
"SWE","LF","TOT","THND_PER","A","1982",4374.4,
"SWE","LF","TOT","THND_PER","A","1983",4395.1,
"SWE","LF","TOT","THND_PER","A","1984",4408.9,
"SWE","LF","TOT","THND_PER","A","1985",4436.2,"B"
"SWE","LF","TOT","THND_PER","A","1986",4396.2,"B"
"SWE","LF","TOT","THND_PER","A","1987",4418,
"SWE","LF","TOT","THND_PER","A","1988",4459,
"SWE","LF","TOT","THND_PER","A","1989",4515,
"SWE","LF","TOT","THND_PER","A","1990",4568,
"SWE","LF","TOT","THND_PER","A","1991",4545,
"SWE","LF","TOT","THND_PER","A","1992",4470,"B"
"SWE","LF","TOT","THND_PER","A","1993",4380,
"SWE","LF","TOT","THND_PER","A","1994",4354,
"SWE","LF","TOT","THND_PER","A","1995",4391,
"SWE","LF","TOT","THND_PER","A","1996",4402.5,
"SWE","LF","TOT","THND_PER","A","1997",4367.2,
"SWE","LF","TOT","THND_PER","A","1998",4347,
"SWE","LF","TOT","THND_PER","A","1999",4382,
"SWE","LF","TOT","THND_PER","A","2000",4418,"B"
"SWE","LF","TOT","THND_PER","A","2001",4538.125,
"SWE","LF","TOT","THND_PER","A","2002",4554.875,
"SWE","LF","TOT","THND_PER","A","2003",4574.05,
"SWE","LF","TOT","THND_PER","A","2004",4589.525,
"SWE","LF","TOT","THND_PER","A","2005",4687.325,
"SWE","LF","TOT","THND_PER","A","2006",4766.25,
"SWE","LF","TOT","THND_PER","A","2007",4838.8,
"SWE","LF","TOT","THND_PER","A","2008",4898.35,
"SWE","LF","TOT","THND_PER","A","2009",4909.325,
"SWE","LF","TOT","THND_PER","A","2010",4949.85,
"SWE","LF","TOT","THND_PER","A","2011",5017.475,
"SWE","LF","TOT","THND_PER","A","2012",5060.75,
"SWE","LF","TOT","THND_PER","A","2013",5116.475,
"SWE","LF","TOT","THND_PER","A","2014",5184.475,
"SWE","LF","TOT","THND_PER","A","2015",5225.125,
"SWE","LF","TOT","THND_PER","A","2016",5278.925,
"BEL","LF","TOT","THND_PER","A","1956",3490,
"BEL","LF","TOT","THND_PER","A","1957",3506,
"BEL","LF","TOT","THND_PER","A","1958",3512,
"BEL","LF","TOT","THND_PER","A","1959",3506,
"BEL","LF","TOT","THND_PER","A","1960",3564,
"BEL","LF","TOT","THND_PER","A","1961",3570,
"BEL","LF","TOT","THND_PER","A","1962",3609,
"BEL","LF","TOT","THND_PER","A","1963",3622,
